booth,station,station_name,line_name,division,borough,right_of_way,location,position,access,into,status,tracked_as,details,has_booth,lat,lon
R403,BROOK AV,Brook Av,6,IRT,Bx,E 138th St,Brook Ave,,N/B,,Open,,,0,40.807418,-73.919337
R404,CYPRESS AV,Cypress Av,6,IRT,Bx,E 138th St,Jackson Ave,,S/B,,Open,,,1,40.805216,-73.913458
R405,CYPRESS AV,Cypress Av,6,IRT,Bx,E 138th St,Jackson Ave,,N/B,,Open,,,0,40.805153,-73.913713
R406,E 143/ST MARY'S,E 143 St-St Mary's St,6,IRT,Bx,Southern Blvd,E 143rd St,,S/B,,Open,,,1,40.808207,-73.907989
R407,E 143/ST MARY'S,E 143 St-St Mary's St,6,IRT,Bx,Southern Blvd,E 143rd St,,N/B,,Open,,,0,40.808194,-73.907726
R408,E 149 ST,E 149 St,6,IRT,Bx,Southern Blvd,E 149th St,,S/B,,Open,,,1,40.812301,-73.903933
R409,E 149 ST,E 149 St,6,IRT,Bx,Southern Blvd,E 149th St,,N/B,,Open,,,0,40.812037,-73.904078
R410,LONGWOOD AV,Longwood Av,6,IRT,Bx,Southern Blvd,Longwood Ave,,S/B,,Open,,,1,40.816397,-73.896358
R411,LONGWOOD AV,Longwood Av,6,IRT,Bx,Southern Blvd,Longwood Ave,,N/B,,Open,,,0,40.816251,-73.896098
R412,HUNTS POINT AV,Hunts Point Av,6,IRT,Bx,Bruckner Blvd,Hunts Point Ave,,Mez,,Open,,,1,40.820769,-73.890756
R413,WHITLOCK AV,Whitlock Av,6,IRT,Bx,Whitlock Ave,Westchester Ave,,Mez,,Open,,,1,40.827156,-73.886184
R414,ELDER AV,Elder Av,6,IRT,Bx,Westchester Ave,Elder Ave,,Mez,,Open,,,1,40.828592,-73.879166
R415,MORISN AV/SNDVW,Morrison Av-Soundview,6,IRT,Bx,Westchester Ave,Morrison Ave,,Mez,,Open,,,1,40.829492,-73.874653
R416,ST LAWRENCE AV,St Lawrence Av,6,IRT,Bx,Westchester Ave,St Lawrence Ave,,Mez,,Open,,,1,40.831625,-73.867261
R417,PARKCHESTER,Parkchester,6,IRT,Bx,Westchester Ave,Hugh J. Grant Circle,,Mez,,Open,,,1,40.833212,-73.860964
R418,CASTLE HILL AV,Castle Hill Av,6,IRT,Bx,Westchester Ave,Castle Hill Ave,,Mez,,Open,,,1,40.834213,-73.851660
R419,ZEREGA AV,Zerega Av,6,IRT,Bx,Westchester Ave,Zerega Ave,,Mez,,Open,,,1,40.836810,-73.846676
R420,WESTCHESTER SQ,Westchester Sq-E Tremont Av,6,IRT,Bx,Westchester Ave,Ferris Pl,,Mez,,Open,,,1,40.840136,-73.842863
R421,MIDDLETOWN RD,Middletown Rd,6,IRT,Bx,Westchester Ave,Middletown Rd,,Mez,,Open,,,1,40.843775,-73.836468
R422,BUHRE AV,Buhre Av,6,IRT,Bx,Westchester Ave,Buhre Ave,,Mez,,Open,,,1,40.846943,-73.832408
R423,PELHAM BAY PARK,Pelham Bay Park,6,IRT,Bx,Westchester Ave,Bruckner Blvd,,Mez,,Open,,,1,40.852972,-73.827041
R500,5 AVE,5 Av,7BDFM,IRT,M,W 42nd St,6th Ave,,Mez,,Open,R501,HEET,0,40.754146,-73.982996
R501,5 AVE,5 Av,7BDFM,IRT,M,W 42nd St,5th Ave,,Mez,,Open,,,1,40.753729,-73.981623
R503,VERNON-JACKSON,Vernon Blvd-Jackson Av,7,IRT,Q,50th Ave,Vernon Blvd,,N/B,,Open,,,0,40.742661,-73.954138
R504,VERNON-JACKSON,Vernon Blvd-Jackson Av,7,IRT,Q,50th Ave,Vernon Blvd,,S/B,,Open,,,1,40.742838,-73.954073
R505,VERNON-JACKSON,Vernon Blvd-Jackson Av,7,IRT,Q,50th Ave,Jackson Ave,,N/B,,Exit-only,R503,,0,40.742429,-73.952880
R506,VERNON-JACKSON,Vernon Blvd-Jackson Av,7,IRT,Q,50th Ave,Jackson Ave,,S/B,,Open,,,0,40.742543,-73.952684
R507,HUNTERS PT AV,Hunters Point Av,7,IRT,Q,Flushing Line,49th Ave,,Mez,,Open,,,1,40.742401,-73.948177
R508,COURT SQ,Court Sq,7,IRT,Q,23rd St,45th Rd,,Mez,,Open,,,1,40.746187,-73.945556
R509,QUEENSBORO PLZ,Queensboro Plaza,7NQW,IRT,Q,Queens Plaza S,27th St,,Mez,,Open,,,1,40.750540,-73.940093
R510,39 AV,39 Av-Dutch Kills,NQW,BMT,Q,31st St,39th Ave,,Mez,,Open,,,1,40.752697,-73.932905
R511,36 AV,36 Av,NQW,BMT,Q,31st St,36th Ave,,Mez,,Open,,,1,40.756614,-73.929740
R512,BROADWAY,Broadway,NQW,BMT,Q,31st St,Broadway,,Mez,,Open,,,1,40.761978,-73.925398
R513,30 AV,30 Av,NQW,BMT,Q,31st St,30th Ave,,Mez,,Open,,,1,40.766907,-73.921410
R514,ASTORIA BLVD,Astoria Blvd,NQW,BMT,Q,31st St,Hoyt St,,Mez,,Open,,,1,40.770342,-73.917643
R515,ASTORIA DITMARS,Astoria-Ditmars Blvd,NQW,BMT,Q,31st St,Ditmars Blvd,,Mez,,Open,,,1,40.774991,-73.912114
R516,33 ST-RAWSON ST,33 St-Rawson St,7,IRT,Q,Queens Blvd,33rd St,,Mez,,Open,,,1,40.744668,-73.931684
R517,33 ST-RAWSON ST,33 St-Rawson St,7,IRT,Q,Queens Blvd,34th St,,Mez,,Open,,,0,40.744571,-73.930751
R518,40 ST LOWERY ST,40 St-Lowery St,7,IRT,Q,Queens Blvd,40th St,,Mez,,Open,,,1,40.743811,-73.924268
R519,46 ST BLISS ST,46 St-Bliss St,7,IRT,Q,Queens Blvd,46th St,,Mez,,Open,,,1,40.743181,-73.918715
R520,46 ST BLISS ST,46 St-Bliss St,7,IRT,Q,Queens Blvd,47th St,,Mez,,Open,,,0,40.743071,-73.917752
R521,52 ST,52 St,7,IRT,Q,Roosevelt Ave,52nd St,,Mez,,Open,,,1,40.744274,-73.912167
R522,52 ST,52 St,7,IRT,Q,Roosevelt Ave,53rd St,,Mez,,Open,R521,,0,40.744481,-73.911520
R523,61 ST WOODSIDE,Woodside-61 St,7,IRT,Q,Roosevelt Ave,61st St,,Mez,,Open,,,1,40.745714,-73.902904
R524,69 ST,69 St,7,IRT,Q,Roosevelt Ave,69th St,,Mez,,Open,,,1,40.746334,-73.896336
R525,74 ST-BROADWAY,74 St-Broadway,7EFMR,IRT,Q,Roosevelt Ave,74th St,,Mez,,Open,,,0,40.746956,-73.891387
R526,82 ST-JACKSON H,82 St-Jackson Hts,7,IRT,Q,Roosevelt Ave,82nd St,,Mez,,Open,,,1,40.747636,-73.883938
R527,90 ST-ELMHURST,90 St-Elmhurst Av,7,IRT,Q,Roosevelt Ave,90th St,,Mez,,Open,,,1,40.748435,-73.876527
R528,JUNCTION BLVD,Junction Blvd,7,IRT,Q,Roosevelt Ave,Junction Blvd,,Mez,,Open,,,1,40.749201,-73.869333
R529,103 ST-CORONA,103 St-Corona Plaza,7,IRT,Q,Roosevelt Ave,103rd St,,Mez,,Open,,,1,40.749892,-73.862534
R530,111 ST,111 St,7,IRT,Q,Roosevelt Ave,111th St,,Mez,,Open,,,1,40.751572,-73.855914
R531,111 ST,111 St,7,IRT,Q,Roosevelt Ave,112th St,,Mez,,Closed,,,0,40.751967,-73.854577
R532,METS-WILLETS PT,Mets-Willets Point,7,IRT,Q,Roosevelt Ave,Mets Plaza,,Mez,,Open,,,1,40.754961,-73.846017
R532G,METS-WILLETS PT,Mets-Willets Point,7,IRT,Q,,,,,,Closed,,Pre-2010 closure,0,,
R532H,METS-WILLETS PT,Mets-Willets Point,7,IRT,Q,Roosevelt Ave,Flushing Meadows Pedestrian Bridge,,S/B,,Open,,,0,40.754445,-73.845617
R533,FLUSHING-MAIN,Flushing-Main St,7,IRT,Q,Roosevelt Ave,Main St,,Mez,,Open,,,1,40.759574,-73.830138
R534,FLUSHING-MAIN,Flushing-Main St,7,IRT,Q,Roosevelt Ave,Union St,,Mez,,Open,,,1,40.759975,-73.828567
R550,34 ST-HUDSON YD,34 St-Hudson Yards,7,IRT,M,11th Ave,W 34th St,,Mez,,Open,,,1,40.755188,-74.001495
R551,34 ST-HUDSON YD,34 St-Hudson Yards,7,IRT,M,11th Ave,W 35th St,,Mez,,Open,,,0,40.756022,-74.000991
R600,CLARK ST,Clark St,23,IRT,Bk,Clark St,Henry St,,Mez,,Open,,,1,40.697747,-73.993290
R601A,BOROUGH HALL,Borough Hall,2345R,IRT,Bk,Cadman Plaza W,Montague St,,Mez,,Open,,,1,40.693700,-73.990318
R602,BOROUGH HALL,Borough Hall,2345R,IRT,Bk,Joralemon St,Court St,E/S,Mez,Municipal Building,Open,,,1,40.692321,-73.990429
R603,BOROUGH HALL,Borough Hall,2345R,IRT,Bk,Joralemon St,Court St,E/S,Mez,Borough Hall,Open,R602,,0,40.692569,-73.990312
R604,BOROUGH HALL,Borough Hall,2345R,IRT,Bk,Joralemon St,Court St,W/S,Mez,,Open,,,0,40.692557,-73.991049
R605,HOYT ST,Hoyt St,23,IRT,Bk,Fulton St,Bridge St,,N/B,,Open,,,0,40.690753,-73.985353
R605A,HOYT ST,Hoyt St,23,IRT,Bk,Fulton St,Duffield St,,N/B,,Open,R605,,0,40.690394,-73.984396
R606,HOYT ST,Hoyt St,23,IRT,Bk,Fulton St,Hoyt St,,S/B,,Open,,,1,40.690472,-73.985152
R606A,HOYT ST,Hoyt St,23,IRT,Bk,Fulton St,Elm Pl,,S/B,,Open,R606,,0,40.690160,-73.984222
R606B,HOYT ST,Hoyt St,23,IRT,Bk,Fulton St,Hoyt-Bridge Sts,,S/B,,Open,R606,,0,40.690796,-73.985791
R607,HOYT ST,Hoyt St,23,IRT,Bk,Fulton St,Duffield St,,N/B,,Closed,,,0,40.690431,-73.984538
R608,NEVINS ST,Nevins St,2345,IRT,Bk,Flatbush Ave,Nevins St,,S/B,,Open,,,1,40.688146,-73.980558
R609,NEVINS ST,Nevins St,2345,IRT,Bk,Flatbush Ave,Nevins St,,N/B,,Open,,,0,40.688159,-73.980293
R610,ATL AV-BARCLAY,Atlantic Av-Barclays Ctr,2345BDNQR,IRT,Bk,Flatbush Ave,Hanson Pl,,Mez,,Open,,,1,40.684779,-73.977767
R612,ATL AV-BARCLAY,Atlantic Av-Barclays Ctr,BDNQR2345,IRT,Bk,Flatbush Ave,Atlantic Ave,,Mez,,Open,,,1,40.683553,-73.976772
R616,ATL AV-BARCLAY,Atlantic Av-Barclays Ctr,BDNQR2345,IRT,Bk,Flatbush Ave,Atlantic Terminal,,Mez,LIRR Atlantic Terminal,Closed,,Free area changed to paid,0,40.684416,-73.977358
R617,BERGEN ST,Bergen St,23,IRT,Bk,Flatbush Ave,Bergen St,,N/B,,Open,,,1,40.680800,-73.974869
R618,BERGEN ST,Bergen St,23,IRT,Bk,Flatbush Ave,Bergen St,,S/B,,Open,,,0,40.680852,-73.975312
R619,GRAND ARMY PLAZ,Grand Army Plaza,23,IRT,Bk,Flatbush Ave,Plaza St,,Mez,,Open,,,1,40.675241,-73.971048
R620,EASTN PKWY-MUSM,Eastern Pkwy-Brooklyn Museum,23,IRT,Bk,Eastern Pkwy,Mt Prospect,,Mez,,Closed,,,0,40.672480,-73.965868
R621,EASTN PKWY-MUSM,Eastern Pkwy-Brooklyn Museum,23,IRT,Bk,Eastern Pkwy,Brooklyn Museum,,Mez,,Open,,,1,40.672019,-73.964323
R622,FRANKLIN AV,Franklin Avenue-Medgar Evers College,2345S,IRT,Bk,Eastern Pkwy,Franklin Ave,,Mez,,Open,,,1,40.670627,-73.957855
R623,NOSTRAND AV,Nostrand Av,3,IRT,Bk,Eastern Pkwy,Nostrand Ave,,Mez,,Open,,,1,40.669745,-73.950522
R624,KINGSTON AV,Kingston Av,3,IRT,Bk,Eastern Pkwy,Kingston Ave,,Mez,,Open,,,1,40.669286,-73.942214
R625,CROWN HTS-UTICA,Crown Hts-Utica Av,34,IRT,Bk,Eastern Pkwy,Schenectady Ave,,Mez,,Open,,,0,40.668964,-73.934133
R626,CROWN HTS-UTICA,Crown Hts-Utica Av,34,IRT,Bk,Eastern Pkwy,Utica Ave,,Mez,,Open,,,1,40.668842,-73.931768
R627,SUTTER AV-RUTLD,Sutter Av-Rutland Rd,3,IRT,Bk,E 98th St,Rutland Rd,,Mez,,Open,,,1,40.664959,-73.922868
R628,SARATOGA AV,Saratoga Av,3,IRT,Bk,Livonia Ave,Saratoga Ave,,Mez,,Open,,,1,40.661585,-73.915486
R629,ROCKAWAY AV,Rockaway Av,3,IRT,Bk,Livonia Ave,Rockaway Ave,,Mez,,Open,,,1,40.662568,-73.908902
R630,JUNIUS ST,Junius St,3,IRT,Bk,Livonia Ave,Sackman St,,Mez,,Open,,,1,40.663436,-73.903053
R631,JUNIUS ST,Junius St,3,IRT,Bk,Livonia Ave,Junius St,,Mez,,Closed,,,0,40.663664,-73.901549
R632,PENNSYLVANIA AV,Pennsylvania Av,3,IRT,Bk,Livonia Ave,Pennsylvania Ave,,Mez,,Open,,,1,40.664761,-73.894062
R633,VAN SICLEN AV,Van Siclen Av,3,IRT,Bk,Livonia Ave,Van Siclen Ave,,Mez,,Open,,,1,40.665590,-73.888512
R634,NEW LOTS AV,New Lots Av,3,IRT,Bk,Livonia Ave,Ashford St,,Mez,,Open,,,1,40.666341,-73.883437
R635,PRESIDENT ST,President Street-Medgar Evers College,25,IRT,Bk,Nostrand Ave,President St,,Mez,,Open,,,1,40.668159,-73.950664
R636,STERLING ST,Sterling St,25,IRT,Bk,Nostrand Ave,Sterling St,,Mez,,Open,,,1,40.663220,-73.950899
R637,WINTHROP ST,Winthrop St,25,IRT,Bk,Nostrand Ave,Winthrop St,,Mez,,Open,,,1,40.657177,-73.950116
R639,CHURCH AV,Church Av,25,IRT,Bk,Nostrand Ave,Church Ave,,Mez,,Open,,,1,40.650827,-73.949496
R641,BEVERLY RD,Beverly Rd,25,IRT,Bk,Nostrand Ave,Beverly Rd,,Mez,,Open,,,1,40.645137,-73.948885
R643,NEWKIRK AV,Newkirk Av - Little Haiti,25,IRT,Bk,Nostrand Ave,Newkirk Ave,,N/B,,Open,,,1,40.640011,-73.948282
R644,NEWKIRK AV,Newkirk Av - Little Haiti,25,IRT,Bk,Nostrand Ave,Newkirk Ave,,S/B,,Open,,,0,40.640001,-73.948532
R645,FLATBUSH AV-B.C,Flatbush Av-Brooklyn College,25,IRT,Bk,Nostrand Ave,Flatbush Ave,,N/B,,Open,,,1,40.632670,-73.947512
R646,FLATBUSH AV-B.C,Flatbush Av-Brooklyn College,25,IRT,Bk,Nostrand Ave,Avenue H,,Mez,,Open,,,0,40.631972,-73.947589
R647,FLATBUSH AV-B.C,Flatbush Av-Brooklyn College,25,IRT,Bk,Nostrand Ave,Flatbush Ave,,S/B,,Open,,,0,40.633116,-73.947805
R726,MORRIS PARK,Morris Park,5,IRT,Bx,Esplanade,Paulding Ave,,Mez,,Open,,,1,40.854539,-73.860283
R727,PELHAM PKWY,Pelham Pkwy,5,IRT,Bx,Esplanade,Pelham Pkwy N,,Mez,,Open,,,1,40.858864,-73.855459
R728,GUN HILL RD,Gun Hill Rd,5,IRT,Bx,Dyre Ave Line,Gun Hill Rd,,Mez,,Open,,,1,40.870081,-73.845914
R729,BAYCHESTER AV,Baychester Av,5,IRT,Bx,Dyre Ave Line,Thomas E. Brown Ave,,Mez,,Open,,,1,40.879487,-73.837988
R730,EASTCHSTER/DYRE,Eastchester-Dyre Av,5,IRT,Bx,Dyre Ave Line,Dyre Ave,,Mez,,Open,,,1,40.888086,-73.831078
S101,ST. GEORGE,St George,1,SRT,SI,SIRR,Ferry Terminal Viaduct,,Mez,,Open,,,1,40.644067,-74.072981
S101A,ST. GEORGE,St George,1,SRT,SI,SIRR,Richmond Terrace,,Mez,,Open,,,0,40.643501,-74.074419
S102,TOMPKINSVILLE,Tompkinsville,1,SRT,SI,SIRR,Victory Blvd,,Mez,,Open,,,0,40.637627,-74.075029
JFK01,HOWARD BCH JFK,Howard Beach,A,IND,Q,,,,,,Open,,,,,
JFK02,HOWARD BCH JFK,Howard Beach,A,IND,Q,,,,,,Open,,,,,
JFK03,JFK JAMAICA CT1,Jamaica,E,IND,Q,94th Ave,Sutphin Blvd,,Mez,,Open,,,0,40.699271,-73.807576
JFK04,JFK JAMAICA CT2,Jamaica,E,IND,Q,,,,,,Closed,,Pre-2010 closure,0,,
LGA01,LGA AIRPORT CTB,LaGuardia Airport,,IRT,Q,,,,,,Vending,,,0,,
LGA02,LGA AIRPORT CTB,LaGuardia Airport,,IRT,Q,,,,,,Vending,,,0,,
LI001,LIB-HEMPSTEAD,Hempstead Transit Center,,LIB,,,"68 W Columbia St, Hempstead, NY 11550",,,,Vending,,,0,40.711278,-73.624459
MCB1,METROCARD BUS 1,MetroCard Bus,,BMT,,,,,,,Vending,,,0,,
MCB2,METROCARD BUS 2,MetroCard Bus,,BMT,,,,,,,Vending,,,0,,
MCC07,2 BDWY CUST SRV,MTA Headquarters,,IRT,M,,"2 Broadway, New York, NY 10004",,,,Vending,,,0,40.704385,-74.012863
MCV1,METROCARD VAN-1,MetroCard Van,,BMT,,,,,,,Vending,,,0,,
MCV2,METROCARD VAN-2,MetroCard Van,,BMT,,,,,,,Vending,,,0,,
MCV3,METROCARD VAN-3,MetroCard Van,,BMT,,,,,,,Vending,,,0,,
OB01,ORCHARD BEACH,Orchard Beach,Bx12,BUS,Bx,,"Park Dr, Bronx, NY 10464",,,,Bus Entry,,,0,40.865633,-73.796519
PTH01,NEWARK HW BMEBE,Newark,PATH,PTH,NJ,Raymond Plaza W,Platform B,E/S,Mez,Newark Penn Station,Open,,,0,40.734448,-74.163646
PTH02,HARRISON,Harrison,PATH,PTH,NJ,Newark Line,Frank E Rodgers Blvd S,,Mez,,Open,,,0,40.739381,-74.155646
PTH03,JOURNAL SQUARE,Journal Square,PATH,PTH,NJ,Newark Line,John F. Kennedy Blvd,,Mez,,Open,,,0,40.732105,-74.062776
PTH04,GROVE STREET,Grove Street,PATH,PTH,NJ,Christopher Columbus Dr,Grove St,,Mez,,Open,,,0,40.719435,-74.042751
PTH05,EXCHANGE PLACE,Exchange Place,PATH,PTH,NJ,Christopher Columbus Dr,Exchange Pl,,Mez,,Open,,,0,40.716778,-74.032474
PTH06,PAVONIA/NEWPORT,Newport,PATH,PTH,NJ,Washington Blvd,Town Square Pl,,Mez,,Open,,,0,40.726956,-74.033715
PTH07,CITY / BUS,Hoboken,PATH,PTH,NJ,Hudson Pl,River St,,Mez,,Open,,,0,40.735784,-74.028968
PTH08,PATH WTC,WTC,PATH,PTH,M,Fulton-Dey Sts,Greenwich St,,Mez,,Closed,,,0,40.711539,-74.012907
PTH09,CHRISTOPHER ST,Christopher Street,PATH,PTH,M,Christopher St,Greenwich-Hudson Sts,,Mez,,Open,,,0,40.733039,-74.007061
PTH10,9TH STREET,9th Street,PATH,PTH,M,6th Ave,W 9th St,,Mez,,Open,,,0,40.734187,-73.998826
PTH11,14TH STREET,14th Street,PATH,PTH,M,6th Ave,W 14th St,,B/D,,Open,,,0,40.737252,-73.996942
PTH12,TWENTY THIRD ST,23rd Street,PATH,PTH,M,6th Ave,W 23rd St,,Mez,,Open,,,0,40.742903,-73.992799
PTH13,THIRTY ST,33rd Street,PATH,PTH,M,6th Ave,W 30th St,,Mez,,Open,,,0,40.747614,-73.989373
PTH16,LACKAWANNA,Hoboken,PATH,PTH,NJ,Hudson Pl,Sinatra Dr,,Mez,,Open,,,0,40.735543,-74.028049
PTH17,THIRTY THIRD ST,33rd Street,PATH,PTH,M,6th Ave,W 32nd St,,Mez,,Open,,,0,40.748636,-73.988609
PTH18,NEWARK BM BW,Newark,PATH,PTH,NJ,Raymond Plaza W,Platform B,W/S,Mez,Newark Penn Station,Open,,,0,40.734158,-74.164091
PTH19,NEWARK C,Newark,PATH,PTH,NJ,Raymond Plaza W,Platform C,,Mez,Newark Penn Station,Open,,,0,40.734270,-74.164231
PTH20,NEWARK HM HE,Newark,PATH,PTH,NJ,Raymond Plaza W,Track H,,Mez,Newark Penn Station,Open,,,0,40.734575,-74.163987
PTH21,PATH WTC 2,WTC,PATH,PTH,M,Fulton-Dey Sts,Greenwich St,N,Mez,Oculus WTC Lower Level,Open,,,0,40.712239,-74.012232
PTH22,PATH NEW WTC,WTC,PATH,PTH,M,Fulton-Dey Sts,Greenwich St,,Mez,Oculus WTC Lower Level,Open,,,0,40.712023,-74.012344
TRAM1,RIT-MANHATTAN,Manhattan,TRAM,RIT,M,Queensboro Bridge,2nd Ave,,Mez,,Open,,,0,40.761179,-73.964140
TRAM2,RIT-ROOSEVELT,Roosevelt Island,TRAM,RIT,M,Queensboro Bridge,Main St,,Mez,,Open,,,0,40.757399,-73.954050
WCCTR,WEST COUNTY CTR,Westchester County Center,,BEE,,,"198 Central Ave, White Plains, NY 10606",,,,Vending,,,0,41.036787,-73.778626
X001,NYC & CO - 7 AV,NYC & Company Office,,IRT,M,,"810 7th Ave, New York, NY 10019",,,,Vending,,,0,40.762862,-73.982583
X002,ELTINGVILLE PK,Eltingville Transit Center,,SRT,SI,,"3230 Richmond Ave, Staten Island, NY 10312",,,,Vending,,,0,40.560558,-74.171171
