booth,station_id,station_id_2,station_id_3,complex_id,stop_name,complex_name
R242A,401,,,612,51 St,51 St - Lexington Av / 53 St
R243,401,,,612,51 St,51 St - Lexington Av / 53 St
R237,402,465,,610,Grand Central-42 St,Grand Central - 42 St
R237A,402,465,,610,Grand Central-42 St,Grand Central - 42 St
R237B,402,465,,610,Grand Central-42 St,Grand Central - 42 St
R238,402,465,,610,Grand Central-42 St,Grand Central - 42 St
R238A,402,465,,610,Grand Central-42 St,Grand Central - 42 St
R240,402,465,,610,Grand Central-42 St,Grand Central - 42 St
R240A,402,,,610,Grand Central-42 St,Grand Central - 42 St
R231,403,,,403,33 St,
R231A,403,,,403,33 St,
R232,403,,,403,33 St,
R232A,403,,,403,33 St,
R228,404,,,404,28 St,
R229,404,,,404,28 St,
R230,404,,,404,28 St,
R226,405,,,405,23 St,
R226A,405,,,405,23 St,
R227,405,,,405,23 St,
R227A,405,,,405,23 St,
R221,406,,,602,14 St-Union Sq,14 St - Union Sq
R219,407,,,407,Astor Pl,
R220,407,,,407,Astor Pl,
R218,408,,,619,Bleecker St,Broadway-Lafayette St / Bleecker St
R217,408,,,619,Bleecker St,Broadway-Lafayette St / Bleecker St
R217A,408,,,619,Bleecker St,Broadway-Lafayette St / Bleecker St
R215,409,,,409,Spring St,
R216,409,,,409,Spring St,
R214,410,,,623,Canal St,Canal St
R210,411,,,622,Brooklyn Bridge-City Hall,Brooklyn Bridge-City Hall / Chambers St
R210A,411,,,622,Brooklyn Bridge-City Hall,Brooklyn Bridge-City Hall / Chambers St
R205,412,,,628,Fulton St,Fulton St
R205A,412,,,628,Fulton St,Fulton St
R206,412,,,628,Fulton St,Fulton St
R208,412,,,628,Fulton St,Fulton St
R203,413,,,413,Wall St,
R203A,413,,,413,Wall St,
R204,413,,,413,Wall St,
R204A,413,,,413,Wall St,
R200A,414,,,414,Bowling Green,
R201,414,,,414,Bowling Green,
R202,414,,,414,Bowling Green,
R602,415,,,620,Borough Hall,Borough Hall / Court St
R604,415,,,620,Borough Hall,Borough Hall / Court St
R336,416,,,416,Wakefield-241 St,
R335,417,,,417,Nereid Av,
R334,418,,,418,233 St,
R333,419,,,419,225 St,
R332,420,,,420,219 St,
R331,421,,,421,Gun Hill Rd,
R330,422,,,422,Burke Av,
R329,423,,,423,Allerton Av,
R327,424,,,424,Pelham Pkwy,
R328,424,,,424,Pelham Pkwy,
R326,425,,,425,Bronx Park East,
R325,426,,,426,E 180 St,
R323,427,,,427,West Farms Sq-E Tremont Av,
R323A,427,,,427,West Farms Sq-E Tremont Av,
R321,428,,,428,174 St,
R322,428,,,428,174 St,
R319,429,,,429,Freeman St,
R320,429,,,429,Freeman St,
R317,430,,,430,Simpson St,
R318,430,,,430,Simpson St,
R316,431,,,431,Intervale Av,
R314,432,,,432,Prospect Av,
R315,432,,,432,Prospect Av,
R312,433,,,433,Jackson Av,
R310,434,,,434,3 Av-149 St,
R311,434,,,434,3 Av-149 St,
R309,436,,,436,Harlem-148 St,
R308,437,,,437,145 St,
R306,438,,,438,135 St,
R307,438,,,438,135 St,
R304,439,,,439,125 St,
R305,439,,,439,125 St,
R302,440,,,440,116 St,
R303,440,,,440,116 St,
R301,441,,,441,Central Park North (110 St),
R730,442,,,442,Eastchester-Dyre Av,
R729,443,,,443,Baychester Av,
R728,444,,,444,Gun Hill Rd,
R727,445,,,445,Pelham Pkwy,
R726,446,,,446,Morris Park,
R533,447,,,447,Flushing-Main St,
R534,447,,,447,Flushing-Main St,
R532,448,,,448,Mets-Willets Point,
R532G,448,,,448,Mets-Willets Point,
R532H,448,,,448,Mets-Willets Point,
R530,449,,,449,111 St,
R529,450,,,450,103 St-Corona Plaza,
R528,451,,,451,Junction Blvd,
R527,452,,,452,90 St-Elmhurst Av,
R526,453,,,453,82 St-Jackson Hts,
R525,454,,,616,74 St-Broadway,Jackson Hts-Roosevelt Av / 74 St
R524,455,,,455,69 St,
R523,456,,,456,Woodside-61 St,
R522,457,,,457,52 St,
R521,457,,,457,52 St,
R519,458,,,458,46 St-Bliss St,
R520,458,,,458,46 St-Bliss St,
R518,459,,,459,40 St-Lowery St,
R516,460,,,460,33 St-Rawson St,
R517,460,,,460,33 St-Rawson St,
R509,461,,,461,Queensboro Plaza,
R508,462,281,,606,Court Sq,Court Sq - 23 St
R507,463,,,463,Hunters Point Av,
R503,464,,,464,Vernon Blvd-Jackson Av,
R504,464,,,464,Vernon Blvd-Jackson Av,
R505,464,,,464,Vernon Blvd-Jackson Av,
R506,464,,,464,Vernon Blvd-Jackson Av,
R241A,465,,,610,Grand Central-42 St,Grand Central - 42 St
R500,466,,,609,5 Av,42 St - Bryant Pk / 5 Av
R501,466,,,609,5 Av,42 St - Bryant Pk / 5 Av
R148,468,11,317,611,Times Sq-42 St,Times Sq - 42 St / Port Authority Bus Terminal
R153,468,11,317,611,Times Sq-42 St,Times Sq - 42 St / Port Authority Bus Terminal
R233,469,,,610,Grand Central-42 St,Grand Central - 42 St
R234,469,,,610,Grand Central-42 St,Grand Central - 42 St
R235,469,,,610,Grand Central-42 St,Grand Central - 42 St
R236,469,,,610,Grand Central-42 St,Grand Central - 42 St
R550,471,,,471,34 St-Hudson Yards,
R551,471,,,471,34 St-Hudson Yards,
N702,475,,,475,96 St,
N702A,475,,,475,96 St,
N701,476,,,476,86 St,
N701A,476,,,476,86 St,
N700,477,,,477,72 St,
N700A,477,,,477,72 St,
S101,501,,,501,St George,
S101A,501,,,501,St George,
S102,502,,,502,Tompkinsville,
JFK01,700,,,700,Howard Beach,
JFK02,700,,,700,Howard Beach,
JFK03,701,,,701,Jamaica,
JFK04,701,,,701,Jamaica,
OB01,750,,,750,Orchard Beach,
TRAM1,800,,,800,Manhattan,
TRAM2,801,,,801,Roosevelt Island,
PTH01,900,,,900,Newark,
PTH02,901,,,901,Harrison,
PTH03,902,,,902,Journal Square,
PTH04,903,,,903,Grove Street,
PTH05,904,,,904,Exchange Place,
PTH06,905,,,905,Pavonia/Newport,
PTH07,906,,,906,Hoboken,
PTH08,907,,,907,WTC,
PTH09,908,,,908,Christopher Street,
PTH10,909,,,909,9th Street,
PTH11,910,,,910,14th Street,
PTH12,911,,,911,23rd Street,
PTH13,912,,,912,33rd Street,
PTH16,906,,,906,Hoboken,
PTH17,911,,,911,33rd Street,
PTH18,900,,,900,Newark,
PTH19,900,,,900,Newark,
PTH20,900,,,900,Newark,
PTH21,907,,,907,WTC,
PTH22,907,,,907,WTC,
LGA01,1000,,,1000,LaGuardia Airport,
LGA02,1001,,,1001,LaGuardia Airport,
LI001,1002,,,1002,Hempstead Transit Center,
MCB1,1003,,,1003,MetroCard Bus,
MCB2,1004,,,1004,MetroCard Bus,
MCC07,1005,,,1005,MTA Headquarters,
MCV1,1006,,,1006,MetroCard Van,
MCV2,1007,,,1007,MetroCard Van,
MCV3,1008,,,1008,MetroCard Van,
WCCTR,1009,,,1009,Westchester County Center,
X001,1010,,,1010,NYC & Company Office,
X002,1011,,,1011,Eltingville Transit Center,
